Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 2,097,152
  lm_head                 : 1,048,576
  transformer_matrices    : 786,560
  scalars                 : 8
  total                   : 4,980,872
Estimated FLOPs per token: 1.258368e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.010471 | lrm: 1.00 | dt: 1321ms | tok/sec: 774 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.998067 | lrm: 1.00 | dt: 322ms | tok/sec: 3,175 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.988274 | lrm: 1.00 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.960670 | lrm: 1.00 | dt: 305ms | tok/sec: 3,359 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.954554 | lrm: 1.00 | dt: 211ms | tok/sec: 4,855 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.930305 | lrm: 1.00 | dt: 213ms | tok/sec: 4,799 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.912469 | lrm: 1.00 | dt: 215ms | tok/sec: 4,764 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.880452 | lrm: 1.00 | dt: 220ms | tok/sec: 4,647 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.846820 | lrm: 1.00 | dt: 215ms | tok/sec: 4,763 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.783105 | lrm: 1.00 | dt: 252ms | tok/sec: 4,067 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 8.657984 | lrm: 1.00 | dt: 227ms | tok/sec: 4,519 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 8.555706 | lrm: 1.00 | dt: 215ms | tok/sec: 4,758 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 8.449858 | lrm: 1.00 | dt: 224ms | tok/sec: 4,563 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 8.379375 | lrm: 1.00 | dt: 242ms | tok/sec: 4,228 | mfu: 0.0% | epoch: 1 | remaining: 299s    
step 00634 (48.2%) | loss: 5.909559 | lrm: 1.00 | dt: 233ms | tok/sec: 4,386 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 00635 (48.3%) | loss: 5.874137 | lrm: 1.00 | dt: 262ms | tok/sec: 3,909 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 00636 (48.4%) | loss: 5.891721 | lrm: 1.00 | dt: 230ms | tok/sec: 4,461 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 00637 (48.5%) | loss: 5.922736 | lrm: 1.00 | dt: 240ms | tok/sec: 4,259 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 00638 (48.6%) | loss: 5.915009 | lrm: 1.00 | dt: 228ms | tok/sec: 4,493 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 00639 (48.6%) | loss: 5.889843 | lrm: 1.00 | dt: 241ms | tok/sec: 4,256 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 00640 (48.7%) | loss: 5.849575 | lrm: 1.00 | dt: 227ms | tok/sec: 4,502 | mfu: 0.0% | epoch: 1 | remaining: 154s    
step 00641 (48.8%) | loss: 5.825057 | lrm: 1.00 | dt: 226ms | tok/sec: 4,529 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 00642 (48.9%) | loss: 5.854280 | lrm: 1.00 | dt: 221ms | tok/sec: 4,636 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 00643 (48.9%) | loss: 5.833604 | lrm: 1.00 | dt: 215ms | tok/sec: 4,759 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 00644 (49.0%) | loss: 5.829605 | lrm: 1.00 | dt: 235ms | tok/sec: 4,348 | mfu: 0.0% | epoch: 1 | remaining: 153s    
step 00645 (49.1%) | loss: 5.806965 | lrm: 1.00 | dt: 236ms | tok/sec: 4,344 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 00646 (49.2%) | loss: 5.805971 | lrm: 1.00 | dt: 217ms | tok/sec: 4,718 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 00647 (49.2%) | loss: 5.780141 | lrm: 1.00 | dt: 216ms | tok/sec: 4,739 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 00648 (49.3%) | loss: 5.783924 | lrm: 1.00 | dt: 216ms | tok/sec: 4,733 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 00649 (49.4%) | loss: 5.747605 | lrm: 1.00 | dt: 231ms | tok/sec: 4,434 | mfu: 0.0% | epoch: 1 | remaining: 152s    
step 00650 (49.5%) | loss: 5.762920 | lrm: 1.00 | dt: 243ms | tok/sec: 4,219 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 00651 (49.5%) | loss: 5.775916 | lrm: 1.00 | dt: 205ms | tok/sec: 4,990 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 00652 (49.6%) | loss: 5.838427 | lrm: 1.00 | dt: 240ms | tok/sec: 4,267 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 00653 (49.7%) | loss: 5.801296 | lrm: 1.00 | dt: 325ms | tok/sec: 3,147 | mfu: 0.0% | epoch: 1 | remaining: 151s    
step 00654 (49.8%) | loss: 5.794498 | lrm: 1.00 | dt: 245ms | tok/sec: 4,185 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 00655 (49.9%) | loss: 5.806623 | lrm: 1.00 | dt: 240ms | tok/sec: 4,267 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 00656 (50.0%) | loss: 5.829965 | lrm: 1.00 | dt: 224ms | tok/sec: 4,566 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 00657 (50.0%) | loss: 5.844936 | lrm: 1.00 | dt: 216ms | tok/sec: 4,738 | mfu: 0.0% | epoch: 1 | remaining: 150s    
step 00658 (50.1%) | loss: 5.890368 | lrm: 1.00 | dt: 219ms | tok/sec: 4,674 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 00659 (50.2%) | loss: 5.908889 | lrm: 1.00 | dt: 205ms | tok/sec: 5,005 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 00660 (50.3%) | loss: 5.900285 | lrm: 0.99 | dt: 201ms | tok/sec: 5,086 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 00661 (50.3%) | loss: 5.928759 | lrm: 0.99 | dt: 247ms | tok/sec: 4,141 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 00662 (50.4%) | loss: 5.927850 | lrm: 0.99 | dt: 208ms | tok/sec: 4,920 | mfu: 0.0% | epoch: 1 | remaining: 149s    
step 00663 (50.5%) | loss: 5.877975 | lrm: 0.99 | dt: 244ms | tok/sec: 4,198 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 00664 (50.6%) | loss: 5.862333 | lrm: 0.99 | dt: 229ms | tok/sec: 4,468 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 00665 (50.6%) | loss: 5.874480 | lrm: 0.99 | dt: 198ms | tok/sec: 5,175 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 00666 (50.7%) | loss: 5.854188 | lrm: 0.99 | dt: 199ms | tok/sec: 5,140 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 00667 (50.8%) | loss: 5.863659 | lrm: 0.98 | dt: 198ms | tok/sec: 5,175 | mfu: 0.0% | epoch: 1 | remaining: 148s    
step 00668 (50.8%) | loss: 5.868167 | lrm: 0.98 | dt: 204ms | tok/sec: 5,016 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 00669 (50.9%) | loss: 5.878643 | lrm: 0.98 | dt: 220ms | tok/sec: 4,662 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 00670 (51.0%) | loss: 5.888256 | lrm: 0.98 | dt: 216ms | tok/sec: 4,746 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 00671 (51.0%) | loss: 5.924288 | lrm: 0.98 | dt: 248ms | tok/sec: 4,128 | mfu: 0.0% | epoch: 1 | remaining: 147s    
step 00672 (51.1%) | loss: 5.939536 | lrm: 0.98 | dt: 206ms | tok/sec: 4,972 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 00673 (51.2%) | loss: 5.978415 | lrm: 0.98 | dt: 276ms | tok/sec: 3,708 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 00674 (51.3%) | loss: 5.982550 | lrm: 0.97 | dt: 226ms | tok/sec: 4,537 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 00675 (51.4%) | loss: 5.956342 | lrm: 0.97 | dt: 206ms | tok/sec: 4,966 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 00676 (51.4%) | loss: 5.910793 | lrm: 0.97 | dt: 205ms | tok/sec: 4,990 | mfu: 0.0% | epoch: 1 | remaining: 146s    
step 00677 (51.5%) | loss: 5.932845 | lrm: 0.97 | dt: 199ms | tok/sec: 5,153 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 00678 (51.6%) | loss: 5.926006 | lrm: 0.97 | dt: 205ms | tok/sec: 4,999 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 00679 (51.6%) | loss: 5.885374 | lrm: 0.97 | dt: 242ms | tok/sec: 4,223 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 00680 (51.7%) | loss: 5.895211 | lrm: 0.97 | dt: 296ms | tok/sec: 3,460 | mfu: 0.0% | epoch: 1 | remaining: 145s    
step 00681 (51.8%) | loss: 5.840834 | lrm: 0.96 | dt: 260ms | tok/sec: 3,939 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 00682 (51.9%) | loss: 5.869091 | lrm: 0.96 | dt: 230ms | tok/sec: 4,456 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 00683 (52.0%) | loss: 5.891862 | lrm: 0.96 | dt: 203ms | tok/sec: 5,052 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 00684 (52.0%) | loss: 5.880810 | lrm: 0.96 | dt: 225ms | tok/sec: 4,550 | mfu: 0.0% | epoch: 1 | remaining: 144s    
step 00685 (52.1%) | loss: 5.899275 | lrm: 0.96 | dt: 216ms | tok/sec: 4,730 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 00686 (52.2%) | loss: 5.867099 | lrm: 0.96 | dt: 201ms | tok/sec: 5,107 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 00687 (52.3%) | loss: 5.868368 | lrm: 0.95 | dt: 215ms | tok/sec: 4,752 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 00688 (52.3%) | loss: 5.893372 | lrm: 0.95 | dt: 206ms | tok/sec: 4,977 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 00689 (52.4%) | loss: 5.900795 | lrm: 0.95 | dt: 184ms | tok/sec: 5,579 | mfu: 0.0% | epoch: 1 | remaining: 143s    
step 00690 (52.5%) | loss: 5.899728 | lrm: 0.95 | dt: 210ms | tok/sec: 4,883 | mfu: 0.0% | epoch: 1 | remaining: 142s    
step 00691 (52.5%) | loss: 5.905955 | lrm: 0.95 | dt: 197ms | tok/sec: 5,198 | mfu: 0.0% | epoch: 1 | remaining: 142s    
step 00692 (52.6%) | loss: 5.890880 | lrm: 0.95 | dt: 202ms | tok/sec: 5,076 | mfu: 0.0% | epoch: 1 | remaining: 142s    
step 00693 (52.7%) | loss: 5.911653 | lrm: 0.95 | dt: 194ms | tok/sec: 5,266 | mfu: 0.0% | epoch: 1 | remaining: 142s    
step 00694 (52.7%) | loss: 5.950857 | lrm: 0.95 | dt: 207ms | tok/sec: 4,950 | mfu: 0.0% | epoch: 1 | remaining: 142s    
step 00695 (52.8%) | loss: 5.930650 | lrm: 0.94 | dt: 223ms | tok/sec: 4,594 | mfu: 0.0% | epoch: 1 | remaining: 141s    
step 00696 (52.9%) | loss: 5.938303 | lrm: 0.94 | dt: 226ms | tok/sec: 4,539 | mfu: 0.0% | epoch: 1 | remaining: 141s    
step 00697 (52.9%) | loss: 5.926322 | lrm: 0.94 | dt: 242ms | tok/sec: 4,239 | mfu: 0.0% | epoch: 1 | remaining: 141s    
step 00698 (53.0%) | loss: 5.912913 | lrm: 0.94 | dt: 203ms | tok/sec: 5,046 | mfu: 0.0% | epoch: 1 | remaining: 141s    
step 00699 (53.1%) | loss: 5.842084 | lrm: 0.94 | dt: 208ms | tok/sec: 4,914 | mfu: 0.0% | epoch: 1 | remaining: 141s    
step 00700 (53.2%) | loss: 5.849901 | lrm: 0.94 | dt: 259ms | tok/sec: 3,958 | mfu: 0.0% | epoch: 1 | remaining: 140s    
step 00701 (53.2%) | loss: 5.828676 | lrm: 0.94 | dt: 202ms | tok/sec: 5,068 | mfu: 0.0% | epoch: 1 | remaining: 140s    
step 00702 (53.3%) | loss: 5.826557 | lrm: 0.93 | dt: 197ms | tok/sec: 5,185 | mfu: 0.0% | epoch: 1 | remaining: 140s    
step 00703 (53.4%) | loss: 5.799950 | lrm: 0.93 | dt: 199ms | tok/sec: 5,154 | mfu: 0.0% | epoch: 1 | remaining: 140s    
step 00704 (53.4%) | loss: 5.796245 | lrm: 0.93 | dt: 206ms | tok/sec: 4,982 | mfu: 0.0% | epoch: 1 | remaining: 139s    
step 00705 (53.5%) | loss: 5.817943 | lrm: 0.93 | dt: 224ms | tok/sec: 4,568 | mfu: 0.0% | epoch: 1 | remaining: 139s    
step 00706 (53.6%) | loss: 5.831622 | lrm: 0.93 | dt: 222ms | tok/sec: 4,615 | mfu: 0.0% | epoch: 1 | remaining: 139s    
step 00707 (53.7%) | loss: 5.855083 | lrm: 0.93 | dt: 229ms | tok/sec: 4,475 | mfu: 0.0% | epoch: 1 | remaining: 139s    
step 00708 (53.7%) | loss: 5.866294 | lrm: 0.93 | dt: 276ms | tok/sec: 3,706 | mfu: 0.0% | epoch: 1 | remaining: 139s    
step 00709 (53.8%) | loss: 5.887215 | lrm: 0.92 | dt: 199ms | tok/sec: 5,139 | mfu: 0.0% | epoch: 1 | remaining: 138s    
step 00710 (53.9%) | loss: 5.860350 | lrm: 0.92 | dt: 199ms | tok/sec: 5,138 | mfu: 0.0% | epoch: 1 | remaining: 138s    
step 00711 (54.0%) | loss: 5.812582 | lrm: 0.92 | dt: 201ms | tok/sec: 5,090 | mfu: 0.0% | epoch: 1 | remaining: 138s    
step 00712 (54.0%) | loss: 5.833182 | lrm: 0.92 | dt: 251ms | tok/sec: 4,084 | mfu: 0.0% | epoch: 1 | remaining: 138s    
step 00713 (54.1%) | loss: 5.799200 | lrm: 0.92 | dt: 205ms | tok/sec: 4,996 | mfu: 0.0% | epoch: 1 | remaining: 137s    
step 00714 (54.2%) | loss: 5.809006 | lrm: 0.92 | dt: 210ms | tok/sec: 4,877 | mfu: 0.0% | epoch: 1 | remaining: 137s    
step 00715 (54.3%) | loss: 5.851017 | lrm: 0.91 | dt: 241ms | tok/sec: 4,244 | mfu: 0.0% | epoch: 1 | remaining: 137s    
step 00716 (54.3%) | loss: 5.814824 | lrm: 0.91 | dt: 215ms | tok/sec: 4,757 | mfu: 0.0% | epoch: 1 | remaining: 137s    
step 00717 (54.4%) | loss: 5.815112 | lrm: 0.91 | dt: 223ms | tok/sec: 4,588 | mfu: 0.0% | epoch: 1 | remaining: 137s    
step 00718 (54.5%) | loss: 5.851747 | lrm: 0.91 | dt: 212ms | tok/sec: 4,840 | mfu: 0.0% | epoch: 1 | remaining: 136s    
step 00719 (54.6%) | loss: 5.866639 | lrm: 0.91 | dt: 224ms | tok/sec: 4,580 | mfu: 0.0% | epoch: 1 | remaining: 136s    
step 00720 (54.6%) | loss: 5.857621 | lrm: 0.91 | dt: 204ms | tok/sec: 5,031 | mfu: 0.0% | epoch: 1 | remaining: 136s    
step 00721 (54.7%) | loss: 5.830920 | lrm: 0.91 | dt: 208ms | tok/sec: 4,933 | mfu: 0.0% | epoch: 1 | remaining: 136s    
step 00722 (54.8%) | loss: 5.865540 | lrm: 0.90 | dt: 224ms | tok/sec: 4,572 | mfu: 0.0% | epoch: 1 | remaining: 135s    
step 00723 (54.8%) | loss: 5.843837 | lrm: 0.90 | dt: 227ms | tok/sec: 4,508 | mfu: 0.0% | epoch: 1 | remaining: 135s    
step 00724 (54.9%) | loss: 5.842700 | lrm: 0.90 | dt: 229ms | tok/sec: 4,476 | mfu: 0.0% | epoch: 1 | remaining: 135s    
step 00725 (55.0%) | loss: 5.859298 | lrm: 0.90 | dt: 202ms | tok/sec: 5,081 | mfu: 0.0% | epoch: 1 | remaining: 135s    
step 00726 (55.1%) | loss: 5.879784 | lrm: 0.90 | dt: 206ms | tok/sec: 4,979 | mfu: 0.0% | epoch: 1 | remaining: 135s    
step 00727 (55.1%) | loss: 5.890835 | lrm: 0.90 | dt: 208ms | tok/sec: 4,924 | mfu: 0.0% | epoch: 1 | remaining: 134s    
step 00728 (55.2%) | loss: 5.890893 | lrm: 0.90 | dt: 201ms | tok/sec: 5,084 | mfu: 0.0% | epoch: 1 | remaining: 134s    
step 00729 (55.3%) | loss: 5.903336 | lrm: 0.89 | dt: 223ms | tok/sec: 4,587 | mfu: 0.0% | epoch: 1 | remaining: 134s    
step 00730 (55.3%) | loss: 5.917554 | lrm: 0.89 | dt: 237ms | tok/sec: 4,313 | mfu: 0.0% | epoch: 1 | remaining: 134s    
step 00731 (55.4%) | loss: 5.915039 | lrm: 0.89 | dt: 223ms | tok/sec: 4,598 | mfu: 0.0% | epoch: 1 | remaining: 134s    
step 00732 (55.5%) | loss: 5.890982 | lrm: 0.89 | dt: 204ms | tok/sec: 5,012 | mfu: 0.0% | epoch: 1 | remaining: 133s    
step 00733 (55.6%) | loss: 5.910385 | lrm: 0.89 | dt: 249ms | tok/sec: 4,114 | mfu: 0.0% | epoch: 1 | remaining: 133s    
step 00734 (55.6%) | loss: 5.962583 | lrm: 0.89 | dt: 209ms | tok/sec: 4,899 | mfu: 0.0% | epoch: 1 | remaining: 133s    
step 00735 (55.7%) | loss: 5.990500 | lrm: 0.89 | dt: 236ms | tok/sec: 4,339 | mfu: 0.0% | epoch: 1 | remaining: 133s    
step 00736 (55.8%) | loss: 5.984023 | lrm: 0.88 | dt: 252ms | tok/sec: 4,062 | mfu: 0.0% | epoch: 1 | remaining: 132s    
step 00737 (55.9%) | loss: 5.947150 | lrm: 0.88 | dt: 202ms | tok/sec: 5,079 | mfu: 0.0% | epoch: 1 | remaining: 132s    
step 00738 (55.9%) | loss: 5.983094 | lrm: 0.88 | dt: 213ms | tok/sec: 4,809 | mfu: 0.0% | epoch: 1 | remaining: 132s    
step 00739 (56.0%) | loss: 5.947473 | lrm: 0.88 | dt: 225ms | tok/sec: 4,545 | mfu: 0.0% | epoch: 1 | remaining: 132s    
step 00740 (56.1%) | loss: 5.945481 | lrm: 0.88 | dt: 241ms | tok/sec: 4,241 | mfu: 0.0% | epoch: 1 | remaining: 132s    
step 00741 (56.2%) | loss: 5.947167 | lrm: 0.88 | dt: 215ms | tok/sec: 4,756 | mfu: 0.0% | epoch: 1 | remaining: 131s    
step 00742 (56.2%) | loss: 5.944710 | lrm: 0.88 | dt: 247ms | tok/sec: 4,141 | mfu: 0.0% | epoch: 1 | remaining: 131s    
step 00743 (56.3%) | loss: 5.947326 | lrm: 0.87 | dt: 220ms | tok/sec: 4,662 | mfu: 0.0% | epoch: 1 | remaining: 131s    
step 00744 (56.4%) | loss: 5.920986 | lrm: 0.87 | dt: 203ms | tok/sec: 5,043 | mfu: 0.0% | epoch: 1 | remaining: 131s    
step 00745 (56.5%) | loss: 5.895984 | lrm: 0.87 | dt: 211ms | tok/sec: 4,864 | mfu: 0.0% | epoch: 1 | remaining: 130s    
step 00746 (56.5%) | loss: 5.865549 | lrm: 0.87 | dt: 245ms | tok/sec: 4,181 | mfu: 0.0% | epoch: 1 | remaining: 130s    
step 00747 (56.6%) | loss: 5.867610 | lrm: 0.87 | dt: 243ms | tok/sec: 4,219 | mfu: 0.0% | epoch: 1 | remaining: 130s    
step 00748 (56.7%) | loss: 5.855630 | lrm: 0.87 | dt: 216ms | tok/sec: 4,735 | mfu: 0.0% | epoch: 1 | remaining: 130s    
step 00749 (56.8%) | loss: 5.866156 | lrm: 0.86 | dt: 204ms | tok/sec: 5,009 | mfu: 0.0% | epoch: 1 | remaining: 129s    
step 00750 (56.8%) | loss: 5.879275 | lrm: 0.86 | dt: 215ms | tok/sec: 4,756 | mfu: 0.0% | epoch: 1 | remaining: 129s    
step 00751 (56.9%) | loss: 5.855838 | lrm: 0.86 | dt: 222ms | tok/sec: 4,602 | mfu: 0.0% | epoch: 1 | remaining: 129s    
step 00752 (57.0%) | loss: 5.819191 | lrm: 0.86 | dt: 234ms | tok/sec: 4,378 | mfu: 0.0% | epoch: 1 | remaining: 129s    
step 00753 (57.1%) | loss: 5.838320 | lrm: 0.86 | dt: 230ms | tok/sec: 4,461 | mfu: 0.0% | epoch: 1 | remaining: 129s    
step 00754 (57.1%) | loss: 5.895778 | lrm: 0.86 | dt: 206ms | tok/sec: 4,982 | mfu: 0.0% | epoch: 1 | remaining: 128s    
step 00755 (57.2%) | loss: 5.904786 | lrm: 0.86 | dt: 200ms | tok/sec: 5,112 | mfu: 0.0% | epoch: 1 | remaining: 128s    
step 00756 (57.3%) | loss: 5.908810 | lrm: 0.85 | dt: 214ms | tok/sec: 4,781 | mfu: 0.0% | epoch: 1 | remaining: 128s    
step 00757 (57.3%) | loss: 5.900952 | lrm: 0.85 | dt: 221ms | tok/sec: 4,628 | mfu: 0.0% | epoch: 1 | remaining: 128s    
step 00758 (57.4%) | loss: 5.852024 | lrm: 0.85 | dt: 200ms | tok/sec: 5,124 | mfu: 0.0% | epoch: 1 | remaining: 128s    
step 00759 (57.5%) | loss: 5.872629 | lrm: 0.85 | dt: 203ms | tok/sec: 5,037 | mfu: 0.0% | epoch: 1 | remaining: 127s    
step 00760 (57.5%) | loss: 5.859559 | lrm: 0.85 | dt: 205ms | tok/sec: 4,986 | mfu: 0.0% | epoch: 1 | remaining: 127s    
step 00761 (57.6%) | loss: 5.834305 | lrm: 0.85 | dt: 209ms | tok/sec: 4,890 | mfu: 0.0% | epoch: 1 | remaining: 127s    
step 00762 (57.7%) | loss: 5.799358 | lrm: 0.85 | dt: 210ms | tok/sec: 4,883 | mfu: 0.0% | epoch: 1 | remaining: 127s    
step 00763 (57.8%) | loss: 5.791365 | lrm: 0.84 | dt: 241ms | tok/sec: 4,240 | mfu: 0.0% | epoch: 1 | remaining: 126s    
step 00764 (57.8%) | loss: 5.774087 | lrm: 0.84 | dt: 235ms | tok/sec: 4,363 | mfu: 0.0% | epoch: 1 | remaining: 126s    
step 00765 (57.9%) | loss: 5.743889 | lrm: 0.84 | dt: 226ms | tok/sec: 4,534 | mfu: 0.0% | epoch: 1 | remaining: 126s    
step 00766 (58.0%) | loss: 5.760463 | lrm: 0.84 | dt: 208ms | tok/sec: 4,929 | mfu: 0.0% | epoch: 1 | remaining: 126s    
step 00767 (58.1%) | loss: 5.746388 | lrm: 0.84 | dt: 209ms | tok/sec: 4,897 | mfu: 0.0% | epoch: 1 | remaining: 126s    
step 00768 (58.1%) | loss: 5.740480 | lrm: 0.84 | dt: 236ms | tok/sec: 4,332 | mfu: 0.0% | epoch: 1 | remaining: 125s    
step 00769 (58.2%) | loss: 5.774760 | lrm: 0.84 | dt: 209ms | tok/sec: 4,889 | mfu: 0.0% | epoch: 1 | remaining: 125s    
step 00770 (58.3%) | loss: 5.786441 | lrm: 0.83 | dt: 224ms | tok/sec: 4,573 | mfu: 0.0% | epoch: 1 | remaining: 125s    
step 00771 (58.4%) | loss: 5.713218 | lrm: 0.83 | dt: 211ms | tok/sec: 4,845 | mfu: 0.0% | epoch: 1 | remaining: 125s    
step 00772 (58.4%) | loss: 5.750035 | lrm: 0.83 | dt: 198ms | tok/sec: 5,172 | mfu: 0.0% | epoch: 1 | remaining: 125s    
step 00773 (58.5%) | loss: 5.753451 | lrm: 0.83 | dt: 217ms | tok/sec: 4,717 | mfu: 0.0% | epoch: 1 | remaining: 124s    
step 00774 (58.6%) | loss: 5.753966 | lrm: 0.83 | dt: 214ms | tok/sec: 4,790 | mfu: 0.0% | epoch: 1 | remaining: 124s    
step 00775 (58.6%) | loss: 5.749607 | lrm: 0.83 | dt: 200ms | tok/sec: 5,124 | mfu: 0.0% | epoch: 1 | remaining: 124s    
step 00776 (58.7%) | loss: 5.748149 | lrm: 0.83 | dt: 226ms | tok/sec: 4,536 | mfu: 0.0% | epoch: 1 | remaining: 124s    
step 00777 (58.8%) | loss: 5.779016 | lrm: 0.82 | dt: 214ms | tok/sec: 4,784 | mfu: 0.0% | epoch: 1 | remaining: 123s    
step 00778 (58.8%) | loss: 5.758514 | lrm: 0.82 | dt: 216ms | tok/sec: 4,742 | mfu: 0.0% | epoch: 1 | remaining: 123s    
step 00779 (58.9%) | loss: 5.744142 | lrm: 0.82 | dt: 224ms | tok/sec: 4,566 | mfu: 0.0% | epoch: 1 | remaining: 123s    
step 00780 (59.0%) | loss: 5.706911 | lrm: 0.82 | dt: 228ms | tok/sec: 4,491 | mfu: 0.0% | epoch: 1 | remaining: 123s    
step 00781 (59.1%) | loss: 5.776734 | lrm: 0.82 | dt: 226ms | tok/sec: 4,528 | mfu: 0.0% | epoch: 1 | remaining: 123s    
step 00782 (59.1%) | loss: 5.781154 | lrm: 0.82 | dt: 209ms | tok/sec: 4,907 | mfu: 0.0% | epoch: 1 | remaining: 122s    
step 00783 (59.2%) | loss: 5.750637 | lrm: 0.82 | dt: 215ms | tok/sec: 4,768 | mfu: 0.0% | epoch: 1 | remaining: 122s    
step 00784 (59.3%) | loss: 5.709838 | lrm: 0.81 | dt: 240ms | tok/sec: 4,266 | mfu: 0.0% | epoch: 1 | remaining: 122s    
step 00785 (59.4%) | loss: 5.722574 | lrm: 0.81 | dt: 210ms | tok/sec: 4,875 | mfu: 0.0% | epoch: 1 | remaining: 122s    
step 00786 (59.4%) | loss: 5.733851 | lrm: 0.81 | dt: 211ms | tok/sec: 4,863 | mfu: 0.0% | epoch: 1 | remaining: 121s    
step 00787 (59.5%) | loss: 5.708736 | lrm: 0.81 | dt: 230ms | tok/sec: 4,460 | mfu: 0.0% | epoch: 1 | remaining: 121s    
step 00788 (59.6%) | loss: 5.669841 | lrm: 0.81 | dt: 241ms | tok/sec: 4,248 | mfu: 0.0% | epoch: 1 | remaining: 121s    
step 00789 (59.7%) | loss: 5.716048 | lrm: 0.81 | dt: 218ms | tok/sec: 4,689 | mfu: 0.0% | epoch: 1 | remaining: 121s    
step 00790 (59.7%) | loss: 5.665607 | lrm: 0.81 | dt: 215ms | tok/sec: 4,766 | mfu: 0.0% | epoch: 1 | remaining: 121s    
step 00791 (59.8%) | loss: 5.695240 | lrm: 0.80 | dt: 205ms | tok/sec: 4,991 | mfu: 0.0% | epoch: 1 | remaining: 120s    
step 00792 (59.9%) | loss: 5.725158 | lrm: 0.80 | dt: 215ms | tok/sec: 4,760 | mfu: 0.0% | epoch: 1 | remaining: 120s    
